Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2008-02-11,31.564666748046875,34.44588934996186,31.22664598759559,34.44588934996186,15133331
2008-02-12,31.001304626464844,32.723599813088,30.743764853251847,32.514349975395696,10237627
2008-02-13,30.550609588623047,31.950978326358264,29.92285793493569,31.548573140252536,10395753
2008-02-14,33.22257995605469,33.56060074388351,31.22664851675604,31.22664851675604,12514003
2008-02-15,34.17226028442383,34.445896716448054,32.208521871891165,33.09381338549082,12080990
2008-02-18,33.97910690307617,34.94488170351332,33.6893759911768,34.94488170351332,6977153
2008-02-19,33.6088981628418,34.67124858033292,33.3513583369063,34.59076752117736,7226542
2008-02-20,32.77188491821289,33.30306106690574,32.40167302506549,33.28696442303241,5604999
2008-02-21,32.99723815917969,33.5606054908504,32.59483292227204,33.30306570259187,3874365
2008-02-22,32.57872772216797,32.7879775171433,31.564665481503713,31.902686228391797,2691220
2008-02-25,32.85236740112305,33.25477259973796,32.0636536484754,32.9650417300104,6270186
2008-02-26,32.981136322021484,33.44792588672669,32.82017425259294,33.15819503503044,7139423
2008-02-27,34.912681579589844,36.63497443350009,33.46402293712195,33.46402293712195,43223132
2008-02-28,35.89455795288086,36.16819440317059,34.76782322399792,35.25070953637632,35763847
2008-02-29,35.37947082519531,36.37743653189836,34.80000912007772,35.669203860941906,16477462
2008-03-03,33.89861297607422,35.025349451422706,33.512304512542194,33.834228596016786,10049153
2008-03-04,33.029422760009766,34.25273487580181,32.19242134207983,34.12396609863958,11485198
2008-03-05,33.641090393066406,33.80205250627365,32.224622486929675,33.19039516617311,8581053
2008-03-07,31.91878318786621,33.15819187772526,30.582796828908553,33.15819187772526,14251925
2008-03-10,31.805545806884766,32.03203445399228,29.977456205066343,31.96732372542634,11713659
2008-03-11,34.426353454589844,34.74990933386876,30.80252804551676,31.546704812455268,19665129
2008-03-12,33.5527458190918,35.59114785996613,33.22919000924677,35.36465923192526,12262350
2008-03-13,28.942075729370117,33.0027041120274,28.149364368507246,32.67914827540962,47000084
2008-03-14,30.93194580078125,31.061367259231822,29.152388678691743,29.75096566684249,35798540
2008-03-17,29.71860694885254,30.34954030425737,29.087673593447708,30.34954030425737,19211273
2008-03-18,29.977441787719727,30.559842453220394,29.184728612710607,29.6700621349191,12632937
