Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8421506881713867,0.846382371509193,0.7650357226438931,0.7890167347989413,535796800
2000-01-04,0.7711488604545593,0.8322759248125872,0.7612741972199477,0.8144081442752411,512377600
2000-01-05,0.782433032989502,0.8318055341495458,0.7749101155704857,0.7805522910787227,778321600
2000-01-06,0.714722752571106,0.8050037126972407,0.714722752571106,0.7984211393239875,767972800
2000-01-07,0.7485783100128174,0.759863566388499,0.7184849794071277,0.7260078977096681,460734400
2000-01-10,0.7354122996330261,0.7692671116434155,0.7128418892356713,0.7673863696705593,505064000
2000-01-11,0.6977953314781189,0.7476380417018296,0.6808679473977438,0.7217763405385411,441548800
2000-01-12,0.6559466123580933,0.7184850760082616,0.6507737295467325,0.7147227374292697,976068800
2000-01-13,0.7278884649276733,0.7429351527650273,0.6959143976675786,0.7108431090979981,1032684800
2000-01-14,0.7556309700012207,0.7692670641561276,0.7476378547780783,0.7523396843079209,390376000
2000-01-18,0.781963050365448,0.7974807439105651,0.7556311513290321,0.7598636376640175,459177600
2000-01-19,0.8017124533653259,0.8181696909458214,0.7777314422447832,0.7946588780034443,597643200
2000-01-20,0.8539060354232788,0.9140927029021233,0.8539060354232788,0.8689526771809338,1831132800
2000-01-21,0.83744877576828,0.8595482396278395,0.828984656550477,0.8595482396278395,495924800
2000-01-24,0.799361526966095,0.8482629891056285,0.7908973574504491,0.8158187135822018,440876800
2000-01-25,0.8445013165473938,0.8510847924195621,0.7702083166359831,0.7899568357365733,497145600
2000-01-26,0.8289846777915955,0.8590780634871229,0.8256934413091684,0.8275741335208081,367158400
2000-01-27,0.8275738954544067,0.8501443551382346,0.8050034859946795,0.818639580424875,340144000
2000-01-28,0.7645654678344727,0.8341567045687064,0.7570425483368992,0.8139380328600893,423348800
2000-01-31,0.7805523872375488,0.7814927834208395,0.7109612113820715,0.7598635707569393,701680000
2000-02-01,0.7542203664779663,0.7899567716165724,0.7523396748689045,0.7824330006983462,318035200
2000-02-02,0.7434055805206299,0.7683269364771473,0.7297694322701553,0.757982928664344,464195200
2000-02-03,0.7772611379623413,0.784314711905557,0.754220477608118,0.7546906756917139,475193600
2000-02-04,0.8125274777412415,0.8275741201212646,0.7796121502271274,0.7819630907897847,425320000
2000-02-07,0.8581375479698181,0.8595481422688019,0.7970104891870416,0.8125273780446204,441067200
2000-02-08,0.8642508387565613,0.8736543990913374,0.8369785450006467,0.8576673621296861,408643200
2000-02-09,0.8473226428031921,0.8811783183817581,0.8459121486971228,0.8586079014787922,299364800
2000-02-10,0.8539060354232788,0.8567271238024887,0.8275740858906535,0.8492041544924462,302982400
2000-02-11,0.8181696534156799,0.8586078500376669,0.8144081686111304,0.8548463652331174,212251200
2000-02-14,0.8713034987449646,0.8717736968458087,0.817229160200543,0.8224011886375032,367539200
2000-02-15,0.8952845931053162,0.9023381679941569,0.8666018030231659,0.8670720011697981,485744000
2000-02-16,0.8586077094078064,0.8887018932243794,0.8435610695164731,0.8858800016093907,378246400
2000-02-17,0.8642508387565613,0.8689526189239494,0.8510848899849863,0.8666017288402553,289497600
2000-02-18,0.836978554725647,0.8680122327967708,0.8341566126929327,0.8623700563510607,233441600
2000-02-22,0.8562571406364441,0.8797679574683714,0.8026529322857373,0.8285146901733081,422296000
2000-02-23,0.8745948672294617,0.8952845900939504,0.8350970176664932,0.8519073296016928,473099200
2000-02-24,0.8667187690734863,0.896224827486641,0.840739899260435,0.8825886819049066,376432000
2000-02-25,0.8303953409194946,0.8802381113842241,0.8285146484386654,0.8637808719100963,249144000
2000-02-28,0.8520251512527466,0.8651910994912587,0.8153484448371728,0.828514393075685,328328000
2000-02-29,0.8623698353767395,0.882118351910318,0.8468521967316797,0.8543758668344322,368961600
2000-03-01,0.9803929924964905,0.9935589467594707,0.8915234039109308,0.8919936022134287,1077003200
2000-03-02,0.9178550243377686,0.962524953984794,0.9079803608435039,0.955472182557589,311259200
2000-03-03,0.962995171546936,0.9647588417523283,0.9028084944004997,0.9394843568411665,323366400
2000-03-06,0.9455974102020264,0.9714591093306276,0.9404245279559377,0.9479483002577073,210560000
2000-03-07,0.9244373440742493,0.9587632062437255,0.9112713975547246,0.9512394351392528,273011200
2000-03-08,0.9178550243377686,0.9324315689329126,0.8919933222318557,0.9244375976100627,271230400
2000-03-09,0.9197356104850769,0.9404244251049244,0.8896422321888869,0.9093907511582289,276718400
2000-03-10,0.9460678100585938,0.962525048440149,0.9103313405032656,0.915504223852509,248606400
2000-03-13,0.9126819968223572,0.9517096385768989,0.8990458521993392,0.9187951738837279,303956800
2000-03-14,0.8595483303070068,0.9347825539167527,0.8576675374969119,0.9119769868360909,428579200
2000-03-15,0.8745948672294617,0.9046890552360936,0.8586078289530604,0.8698930866754063,443609600
2000-03-16,0.9145630598068237,0.9178551504812357,0.8614290538279069,0.8825889781892375,378100800
2000-03-17,0.9404246211051941,0.9404246211051941,0.8999863750541472,0.9037487638187792,305043200
2000-03-20,0.9253778457641602,0.949828949490647,0.9206759654160658,0.929140133538688,204489600
2000-03-21,1.0151886940002441,1.0288247410246174,0.9150338813196557,0.9220866523265089,524328000
2000-03-22,1.0847798585891724,1.0861912565995082,0.9897971219017051,0.9989665381264237,567996800
2000-03-23,1.0631505250930786,1.1313311565266202,1.053275862981202,1.0683225031765975,562564800
2000-03-24,1.0434012413024902,1.0828990876948785,1.019420233795881,1.0716138308784255,446913600
2000-03-27,1.0499848127365112,1.0890124682787012,1.0297652858803616,1.0354083673548868,279182400
2000-03-28,1.0466935634613037,1.0683227816453427,1.0316460153096936,1.032586411732989,202966400
2000-03-29,1.022712230682373,1.0490441258827603,1.0068423177543473,1.0485740282664202,239836800
2000-03-30,0.9460678100585938,1.0358784790103024,0.9437168190533307,1.0048439914655005,414400000
2000-03-31,1.021771788597107,1.0325859407393851,0.9479480913873765,0.9587631475634028,404633600
2000-04-03,1.0029634237289429,1.0495148641476992,0.9738104255840058,1.0194206658035467,328563200
2000-04-04,0.9578229188919067,1.0006120490399548,0.8783570327304894,0.9977909610122732,660329600
2000-04-05,0.9808639287948608,0.9996720605336009,0.9329019975268661,0.9514749799059519,457665600
2000-04-06,0.9418361783027649,1.0118976226149539,0.9272588278925531,0.9827446294146661,259627200
2000-04-07,0.9912071824073792,0.9921474777356828,0.9441863891019379,0.9573523317652666,242435200
2000-04-10,0.9404246211051941,0.9987315016861325,0.9385439289640096,0.9907375304917789,212262400
2000-04-11,0.8985757231712341,0.939484059733388,0.8882308635060427,0.9291401041020745,541822400
2000-04-12,0.8219310641288757,0.8952845860819388,0.7890166416575832,0.8952845860819388,941136000
2000-04-13,0.8562571406364441,0.9028085760443452,0.8162890835013908,0.8388595540455357,529827200
2000-04-14,0.8416804671287537,0.8877608408346886,0.8200503473954772,0.8224012879595143,667620800
2000-04-17,0.9319613575935364,0.9324315557417951,0.8205205291994755,0.8238126695989859,409561600
2000-04-18,0.9545317888259888,0.9545317888259888,0.8981056997750516,0.9291402848064033,390924800
2000-04-19,0.911271333694458,0.9799221491886807,0.9009264756074086,0.9493586769542761,520150400
2000-04-20,0.8943443298339844,0.9385440671220319,0.8807081797605469,0.9305508983368574,722120000
2000-04-24,0.90656977891922,0.90656977891922,0.8633104479316747,0.8651911399207236,443620800
2000-04-25,0.9653460383415222,0.968638128549427,0.9183252185690708,0.9187954167219726,391641600
2000-04-26,0.9126819968223572,0.9629947930567766,0.9028081395657704,0.9526499341859541,366912000
2000-04-27,0.9535908102989197,0.955472406946271,0.8770640085385868,0.881648667634167,326603200
2000-04-28,0.933371901512146,0.9592337050836567,0.9126822778481202,0.9564126164914423,249580800
2000-05-01,0.9352527260780334,0.9413659052300544,0.9169147957937351,0.9394843088864461,226195200
2000-05-02,0.8868204355239868,0.9498290974201117,0.8839993470550495,0.9272586820487457,236432000
2000-05-03,0.8656616806983948,0.9122123164298032,0.8397999708629819,0.8948146781536488,489798400
2000-05-04,0.8327459692955017,0.8670718336427166,0.8318055731839312,0.8661314375311461,399515200
2000-05-05,0.8510847687721252,0.863310319589753,0.8329810393243754,0.8336862861593977,284076800
2000-05-08,0.8285145163536072,0.8553165646818516,0.827574120038992,0.8433260596534807,184900800
2000-05-09,0.7932484149932861,0.8369787585610474,0.7890167816284438,0.829925182476243,327140800
2000-05-10,0.7471679449081421,0.7899570861797353,0.7429354579565342,0.7829035104670701,535091200
2000-05-11,0.7734997272491455,0.784314786440695,0.7448169382865145,0.7626847182817073,499744000
2000-05-12,0.8097062110900879,0.8313354735833703,0.7881932676269674,0.7974806591375624,306913600
2000-05-15,0.7598636746406555,0.8129976232080373,0.7532802475441829,0.8129976232080373,678932800
2000-05-16,0.7951288223266602,0.8205203194269097,0.773029414560159,0.7863124837404915,440451200
2000-05-17,0.7626850008964539,0.7800825892100846,0.7551612253666887,0.7796123909075715,398092800
2000-05-18,0.7579827904701233,0.7894866637142628,0.7570423943341567,0.7749101720380467,373777600
2000-05-19,0.7071996331214905,0.7466974701445663,0.7024969500264248,0.7466974701445663,740667200
2000-05-22,0.6766354441642761,0.7053190868013323,0.6470122590849863,0.7053190868013323,755507200
2000-05-23,0.6456018090248108,0.7024972470694881,0.6441912646651625,0.6808680296701651,517585600
2000-05-24,0.6597080826759338,0.6752249238833302,0.6244418633004777,0.6484228743951059,678462400
2000-05-25,0.6565337777137756,0.6970899438983579,0.6470121913221225,0.6658211691009226,406750400
2000-05-26,0.6498333811759949,0.6761652811900071,0.6413701158116126,0.662058934881994,181148800
