Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2000-01-03,35.86405944824219,36.49865138485988,34.46026516420912,36.11405021115219,53228400
2000-01-04,34.6525764465332,36.037141099224876,34.537196058808895,34.94102741584397,54119000
2000-01-05,35.01795196533203,35.806384711393875,33.652617209956645,34.191059085315956,64059600
2000-01-06,33.84492111206055,35.037185378508134,33.344939322905105,34.51797352053902,54976600
2000-01-07,34.287208557128906,34.53719942153871,33.018024168586834,33.42185556494113,62013600
2000-01-10,34.53721237182617,34.97950406701103,34.26799133997452,34.90258377219627,44963600
2000-01-11,33.65262985229492,35.15257563999721,33.441099036080494,34.30645237513951,46743600
2000-01-12,32.55650329589844,33.498776574988234,32.13344182365404,33.383396173467034,66532400
2000-01-13,33.1718635559082,33.42185441169186,31.22962690712749,32.11420993528505,83144000
2000-01-14,34.53721237182617,35.05642436182578,32.537284706642474,32.97957640182733,73416400
2000-01-18,35.47947692871094,35.844848235835876,34.38336300733613,34.40259307613218,81483600
2000-01-19,32.921875,34.3064398364486,32.61419392523364,33.99875876168225,97568200
2000-01-20,32.61420822143555,33.748782681968976,32.57574807023102,32.94111950667399,56349800
2000-01-21,31.921916961669922,32.99880090736481,31.768076397999224,32.92188062552946,68416200
2000-01-24,31.1527042388916,32.51803880738623,31.018093788476637,31.93632936095014,63597600
2000-01-25,31.633445739746094,31.9603567291538,30.633482713322508,31.07577405193294,59823200
2000-01-26,30.5758056640625,31.844990050117925,30.498885398240958,31.518078920376375,49365000
2000-01-27,30.38350486755371,31.13347745605662,29.921983274628847,30.73445357884033,63654800
2000-01-28,30.22966766357422,30.845029855199137,29.921986567761756,30.19120752659766,58225400
2000-01-31,30.11427879333496,30.210429108767066,29.191235765186764,30.037358540989278,73194200
2000-02-01,31.67192268371582,31.768073025803606,30.056596936641064,30.3065878260693,70196600
2000-02-02,31.01809310913086,31.979596305322143,30.92194278951173,31.518074771150324,49915600
2000-02-03,31.883466720581055,32.0565374084491,30.80658244051318,31.402714809836464,49186000
2000-02-04,32.787254333496094,33.22954574092742,32.04208946228027,32.114202191752774,55365400
2000-02-07,32.80647277832031,32.88339299585448,32.07573071174577,32.86416294147094,40005800
2000-02-08,33.82568359375,33.8449136583286,32.74879997734864,32.74879997734864,56229000
2000-02-09,31.99883270263672,33.671848595142365,31.96037256717682,33.671848595142365,55090000
2000-02-10,32.61420822143555,32.7872789018559,31.537323987708902,31.96519316985922,54527800
2000-02-11,30.74888038635254,32.26805584008728,30.498889488902517,32.26805584008728,115559000
2000-02-14,30.652725219726562,31.306547464062007,30.479654625637764,31.147899419480613,81028600
2000-02-15,30.325815200805664,30.76810673512306,30.1912047338395,30.69118646828525,71027600
2000-02-16,30.03736114501953,30.825793799914408,29.88352062699126,30.537342828611404,65202600
2000-02-17,30.652725219726562,30.671955285736427,29.888330095834384,30.306584031548972,80343400
2000-02-18,29.248937606811523,30.78734326660437,29.19124739456929,30.768113195856962,79063000
2000-02-22,28.864336013793945,29.883529757119113,28.55665488373352,29.26816749699826,66296200
2000-02-23,28.99894905090332,29.460470786461464,28.32589651988103,28.76818818312425,75847200
2000-02-24,29.152774810791016,29.49891593651281,28.306652059026632,28.99893431047022,69733200
2000-02-25,28.095129013061523,29.138360189624557,27.845138132041814,29.13355267268187,65301400
2000-02-28,28.172039031982422,28.34510957893658,27.114385689484788,27.768207755756052,76131800
2000-02-29,27.498994827270508,28.229737347156018,27.345154296768296,28.229737347156018,58437400
2000-03-01,27.941286087036133,28.950864558866414,27.364384103133116,27.575914830564223,106889800
2000-03-02,28.729717254638672,29.345079337736692,28.037434911153404,28.248965627218347,106932600
2000-03-03,29.575834274291992,30.42195697134586,28.883552067611557,29.15277292576506,101435200
2000-03-06,27.88360023498535,29.96044770076357,27.729759681964744,29.537386179956897,93609400
2000-03-07,28.57586669921875,29.998891016676478,28.2874158240584,29.575829733107966,135061000
2000-03-08,29.402772903442383,29.59507357645378,27.998977990459196,28.864331019010475,94290000
2000-03-09,30.768110275268555,30.768110275268555,29.22970476150513,29.32585510611534,88198800
2000-03-10,31.07579803466797,31.537319787658085,30.61427628167785,30.633506354719103,85589000
2000-03-13,30.152755737304688,30.845038394538726,29.998915146808237,30.037375294432348,61831800
2000-03-14,29.268159866333008,30.537344196936147,29.268159866333004,30.345043540784154,73489200
2000-03-15,29.34507942199707,29.729680725037664,28.825867662892275,29.09508857502069,53208000
2000-03-16,29.34507942199707,29.748910790189694,28.691257206828066,29.51815000836534,77300800
2000-03-17,30.5758056640625,30.61426579697327,29.075860480542453,29.306621278007075,81161600
2000-03-20,29.960447311401367,30.691189928752618,29.691226347114064,30.383508826709985,47773000
2000-03-21,31.614248275756836,31.72962874391653,29.691240473095224,29.76816078520169,81648800
2000-03-22,31.768083572387695,32.49882641485182,31.11426102913032,31.633473048775883,93975800
2000-03-23,34.42181396484375,34.72949498352392,32.806488616772874,32.8641788077754,148224000
2000-03-24,34.3641242980957,35.38331768802244,33.71030212342572,34.65257525750893,112196800
2000-03-27,32.01805877685547,33.30647315406227,31.97959864619258,33.15744014774357,111434000
2000-03-28,32.09498596191406,33.05648943590789,31.498853808037886,31.883455197635417,81114400
2000-03-29,32.97956466674805,33.51800653885822,32.344972460332485,32.36420252719356,64363800
2000-03-30,31.80653190612793,33.42185758938957,31.537310958917658,32.67188495073238,64178400
2000-03-31,32.69110870361328,33.30647074979895,32.03728652954102,32.61418844784008,64281400
2000-04-03,27.96051025390625,29.691215840461656,27.691289384886517,29.056623792058005,260118200
2000-04-04,27.24900245666504,28.306656045314707,26.133658672270847,28.172045588577475,181244400
2000-04-05,26.57594871520996,27.229770897783865,26.422108201663157,27.152850641010467,82887600
2000-04-06,26.460580825805664,27.07594317059184,26.23462746482949,27.037483024042707,66421400
2000-04-07,27.402841567993164,27.498991889284365,26.15288739120751,26.768249447471216,82613600
2000-04-10,26.47981071472168,27.26824371348972,26.460580641580997,27.26824371348972,60685400
2000-04-11,25.806753158569336,26.47980558818925,25.691372742063063,26.191354546923574,71961800
2000-04-12,24.42218780517578,25.306770985520732,24.229887113796448,25.268310847244866,153003800
2000-04-13,24.38372802734375,25.306771359609126,24.30680774965497,24.88370983232083,94316200
2000-04-14,22.806859970092773,24.460645768935926,22.53763902609505,24.345265364365474,151217800
2000-04-17,23.34530258178711,23.383762717836184,22.460719452658438,22.845320813149165,119772200
2000-04-18,24.787553787231445,25.21061521726953,23.345298912101608,23.53759956211892,91794600
2000-04-19,24.210657119750977,25.076010233641995,24.03758649697277,25.056780164444415,53715400
2000-04-20,24.28757667541504,24.576027704814265,23.845285097002886,24.19142633228196,52387400
2000-04-24,20.499252319335938,20.922313811855066,19.999270555449694,20.691552997753725,313645800
2000-04-25,21.345375061035156,21.383835196280266,20.80693316760364,21.153074384809614,159517400
2000-04-26,20.922317504882812,21.88382106668809,20.730016792521756,21.53767978443819,107091200
2000-04-27,21.47998809814453,21.518448237980063,20.73001537135166,20.749245441269426,77669800
2000-04-28,21.460750579833984,21.84535184470556,20.999229061988093,21.768431591731247,78082600
